dataset_id,normalized_mae,normalized_rmse,stockout_rate,stockout_days,mape,mape_count,total_samples,horizon,objective,mae,rmse,expired_units_total,expired_rate,non_expired_negative_days,avg_non_expired_inventory,total_days,category
C100,0.04119420086339596,0.05222571241433613,1.1396011396011396,4,4.062458078906513,351,351,14,l2,11.375819645265263,14.422182560140135,20113.0,74.39064985020526,0,0.0,351,C
B029,0.2333490603935818,0.2994892189855219,1.7094017094017095,6,23.59741731349965,351,351,14,l2,11.431444710734015,14.67155874773803,2367.0,65.84144645340751,0,0.0,351,B
B040,0.330825203549704,0.39889004310891496,1.4245014245014245,5,50.6346079695728,351,351,14,l2,11.561916729185809,13.940695609165413,1869.0,68.11224489795919,0,0.0,351,B
C025,0.043814605428453404,0.05583502140166268,0.5698005698005698,2,4.508311602811186,351,351,14,l2,11.597763505292324,14.779577887260624,44729.0,87.07900167425923,0,0.0,351,C
A054,0.04239740612275357,0.054086293931269,1.1396011396011396,4,4.193425199499194,351,351,14,l2,11.674627055773158,14.893300515797755,19137.0,73.4738539507026,0,0.0,351,A
A053,0.0427957121770183,0.052851964862590715,1.1396011396011396,4,4.278660879674527,351,351,14,l2,11.679571671148473,14.424069145533197,19878.0,74.37701115019082,0,0.0,351,A
A031,0.04386055901999895,0.053765989649771556,0.5698005698005698,2,4.616335559117381,351,351,14,l2,11.87446536180467,14.556184326065075,45615.0,87.09141591568658,0,0.0,351,A
E3,0.13678641370077504,0.2313806013303578,0.2849002849002849,1,12.53174322016099,351,351,14,l2,11.912888548202256,20.15120684349774,36.0,1.6245487364620936,0,192.92307692307693,351,E
A004,0.04415619436345045,0.056189967440114744,0.8547008547008548,3,4.497069977894611,351,351,14,l2,11.942049055651351,15.196584698447898,28427.0,80.73787951944105,0,0.0,351,A
A021,0.043589162692804134,0.052176054587385355,0.8547008547008548,3,4.32633705319614,351,351,14,l2,11.953986357967615,14.308874183837968,28752.0,80.70057258336139,0,0.0,351,A
B019,0.22923978303848241,0.2907496974225993,1.7094017094017095,6,23.02816236136456,351,351,14,l2,11.97663573036949,15.190222083577284,2632.0,66.7681380010147,0,0.0,351,B
C073,0.05100932619477168,0.06863877974466007,1.1396011396011396,4,5.0010164869123965,351,351,14,l2,11.977454832822485,16.117011250699125,16424.0,73.62381208535055,0,0.0,351,C
D036,0.05330360185511287,0.06427439944073836,0.5698005698005698,2,5.5199830013010756,351,351,14,l2,11.996803246011984,14.465951586949998,42018.0,88.16938056068491,0,0.0,351,D
B026,0.2598596829334426,0.3214645853301072,1.7094017094017095,6,35.655935608852054,351,351,14,l2,12.068298266376203,14.929328220701075,2776.0,70.27848101265822,0,0.0,351,B
A003,0.04389132568840455,0.05506192403770522,1.1396011396011396,4,4.508157287319562,351,351,14,l2,12.1038771225331,15.184384436551786,19974.0,74.29421610563512,0,0.0,351,A
C009,0.04398772502071462,0.05440453066369976,0.5698005698005698,2,4.347215269445938,351,351,14,l2,12.130586413404822,15.003250570152371,45986.0,86.9169123762002,0,0.0,351,C
C076,0.04396088138882941,0.05696043728033509,0.5698005698005698,2,4.339462445895016,351,351,14,l2,12.247050674093117,15.868593616688225,46575.0,86.98453608247422,0,0.0,351,C
