dataset_id,normalized_mae,normalized_rmse,stockout_rate,stockout_days,mape,mape_count,total_samples,horizon,objective,mae,rmse,category
B040,0.2597277132723114,0.31651094408873354,1.9943019943019942,7,31.79762213037916,351,351,14,l2,11.521994938356585,14.041002593748347,B
A054,0.042202354630141464,0.053229466986538035,0.5698005698005698,2,4.1521270373216375,351,351,14,l2,11.58196130145945,14.608228193388136,A
B048,0.2645318230399039,0.34972272049923486,1.9943019943019942,7,34.68271005046748,351,351,14,l2,11.63563195416831,15.382817896831018,B
C086,0.04960931915118863,0.06514396903601702,0.5698005698005698,2,4.862580403363176,351,351,14,l2,11.670344990406827,15.32479392385459,C
C004,0.04621426764177862,0.059983802339877046,1.1396011396011396,4,4.624367063127237,351,351,14,l2,11.674303330466055,15.152660404757487,C
C007,0.05278422665417134,0.06515850843377373,1.1396011396011396,4,5.345706254312592,351,351,14,l2,11.726970879541126,14.47614144209148,C
A021,0.04282190204235603,0.05473903886457383,0.5698005698005698,2,4.339380308882089,351,351,14,l2,11.728077171326978,14.991946678430802,A
A078,0.04357868460335052,0.05447122319572324,1.1396011396011396,4,4.358977370320767,351,351,14,l2,11.751966926296705,14.689383565786848,A
C037,0.04385955591082217,0.0588479777725875,0.5698005698005698,2,4.271540494078415,351,351,14,l2,11.769730572069092,15.791879983982305,C
A050,0.04321038086723211,0.05562719350075127,0.8547008547008548,3,4.309039589088423,351,351,14,l2,11.91412378903093,15.33773264902908,A
C048,0.04846600633228095,0.060136194813100244,0.5698005698005698,2,4.7689418956947245,351,351,14,l2,11.923189876901596,14.794189236784064,C
C067,0.049191311415508275,0.05997920712856133,0.5698005698005698,2,5.004273340336835,351,351,14,l2,11.996793845556523,14.627749540225375,C
C029,0.05020300772990078,0.06511705442870633,0.5698005698005698,2,5.230318805488027,351,351,14,l2,12.047148541543626,15.626052357480074,C
B038,0.32722933684612326,0.38557847460863454,1.1396011396011396,4,43.121515174635,351,351,14,l2,12.321909245285502,14.519061820234537,B
C082,0.04789333711718514,0.06185780218217062,0.5698005698005698,2,4.7540324218446814,351,351,14,l2,12.3443370816371,15.943628221136166,C
A075,0.04661955482126039,0.05610402215662458,0.5698005698005698,2,4.898102944864293,351,351,14,l2,12.602952472591896,15.166947163526475,A
A088,0.04588463316283738,0.05475842151574167,0.8547008547008548,3,4.579451533233903,351,351,14,l2,12.618274119780278,15.058565916828961,A
B054,0.33963479032735416,0.40201583521663714,1.4245014245014245,5,46.349218501291794,351,351,14,l2,12.621641609772103,14.939870525828534,B
A066,0.04659152305848944,0.05555106441973629,1.1396011396011396,4,4.713402315327315,351,351,14,l2,12.66068224877129,15.095329129214951,A
C093,0.05256894011496514,0.06354383355120843,1.1396011396011396,4,5.400129632325962,351,351,14,l2,12.66387265060112,15.307727606142393,C
C076,0.04474869641023943,0.054217791340983874,0.5698005698005698,2,4.464158703603836,351,351,14,l2,12.734127613220386,15.428746069238843,C
C025,0.046442902329489374,0.056160734226603136,0.8547008547008548,3,4.671024320492059,351,351,14,l2,12.751686114529571,15.419881594360183,C
